id,campaign_id,keyword_id,customer_id,date,clicks,impressions,cost_micros,conversions,conversion_value,ctr,conversion_rate,avg_cpc_micros,avg_position,absolute_top_impression_percentage,top_impression_percentage,search_impression_share,search_rank_lost_impression_share,created_at
11,22837421944,6265362093_183978226496_332324671903,6265362093,2025-09-15,1,8,77470000,0.0,0.0,0.125,0.0,77470000.0,,0.6,0.8,0.7142857142857143,0.2857142857142857,2025-09-15 16:54:26
12,22837421944,6265362093_183978226496_1642299685898,6265362093,2025-09-15,0,8,0,0.0,0.0,0.0,0.0,0.0,,0.2,1.0,0.21739130434782608,0.5217391304347826,2025-09-15 16:54:26
13,22837421944,6265362093_183978226496_776064974776,6265362093,2025-09-15,1,7,82050000,0.0,0.0,0.14285714285714285,0.0,82050000.0,,0.6666666666666666,0.8333333333333334,0.46153846153846156,0.07692307692307693,2025-09-15 16:54:26
14,22837421944,6265362093_183978226496_522894111103,6265362093,2025-09-15,0,5,0,0.0,0.0,0.0,0.0,0.0,,0.2,0.6,0.23809523809523808,0.3333333333333333,2025-09-15 16:54:26
15,22837421944,6265362093_183978226496_850918796821,6265362093,2025-09-15,1,5,72090000,0.0,0.0,0.2,0.0,72090000.0,,0.5,0.75,0.6666666666666666,0.0,2025-09-15 16:54:26
16,22837421944,6265362093_183978226496_394455799093,6265362093,2025-09-15,0,4,0,0.0,0.0,0.0,0.0,0.0,,0.3333333333333333,1.0,1.0,0.0,2025-09-15 16:54:26
17,22837421944,6265362093_183978226496_535870079252,6265362093,2025-09-15,0,4,0,0.0,0.0,0.0,0.0,0.0,,0.25,0.25,0.5714285714285714,0.14285714285714285,2025-09-15 16:54:26
18,22837421944,6265362093_183978226496_1302666630612,6265362093,2025-09-15,0,4,0,0.0,0.0,0.0,0.0,0.0,,0.5,0.75,0.2222222222222222,0.4444444444444444,2025-09-15 16:54:26
19,22837421944,6265362093_183978226496_378087630219,6265362093,2025-09-15,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,1.0,0.0,2025-09-15 16:54:26
20,22837421944,6265362093_183978226496_617755096312,6265362093,2025-09-15,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.6666666666666666,0.0,2025-09-15 16:54:26
21,22837421944,6265362093_183978226496_1678475796208,6265362093,2025-09-15,1,2,86100000,0.0,0.0,0.5,0.0,86100000.0,,0.0,1.0,0.3333333333333333,0.0,2025-09-15 16:54:26
22,22837421944,6265362093_183978226496_890320452950,6265362093,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.3333333333333333,2025-09-15 16:54:26
23,22837421944,6265362093_183978226496_1683832502773,6265362093,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.9001,2025-09-15 16:54:26
24,21259895430,7613138874_165627427401_115972183,7613138874,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.9001,2025-09-15 16:54:34
25,21259895430,7613138874_165627427401_300859173772,7613138874,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.9001,2025-09-15 16:54:34
26,21259895430,7613138874_165627427401_308350209500,7613138874,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.9001,2025-09-15 16:54:34
27,21259895430,7613138874_165627427401_334775773631,7613138874,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.9001,2025-09-15 16:54:34
28,21259895430,7613138874_165627427401_2369711345408,7613138874,2025-09-15,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0999,0.9001,2025-09-15 16:54:34
