id,customer_id,campaign_id,campaign_name,channel_type,bidding_strategy,budget_amount,keyword_id,keyword_text,match_type,quality_score,avg_cpc,ctr,conversion_rate,conversions,cost,impressions,clicks,competition_index,search_volume_trend,created_at
16,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_850918796821,whatsapp business broadcast,EXACT,2.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,6.822706470016418e+20,2025-10-06 06:03:09
17,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_890320452950,gupshup chatbot,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-1.438663688600573e+18,2025-10-06 06:03:09
18,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_901647027798,sending broadcast on whatsapp,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-7.789731363770949e+20,2025-10-06 06:03:09
19,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1015247205832,whatsapp api for sending messages,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-3.748689970840103e+20,2025-10-06 06:03:09
20,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1023377950051,wati whatsapp,EXACT,5.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-4.768437267858473e+20,2025-10-06 06:03:09
21,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1158371319330,whatsapp api shopify,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.395419724906929e+20,2025-10-06 06:03:09
22,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1302666630612,interakt whatsapp api,EXACT,5.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,5.475928526343914e+19,2025-10-06 06:03:09
23,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1642299685898,whatsapp api wati,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.264040807509503e+20,2025-10-06 06:03:09
24,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1678475796208,whatsapp business account waba,EXACT,7.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,3.879798736086846e+20,2025-10-06 06:03:09
25,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_183978226496_1683832502773,whatsapp business platform api,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.2943242426232884e+20,2025-10-06 06:03:09
26,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_307147016619,whatsapp api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,6.881044785004725e+20,2025-10-06 06:03:09
27,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_341697873039,whatsapp api integration,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,6.858545933480589e+20,2025-10-06 06:03:09
28,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_369750161985,whatsapp business api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,8.674436903862902e+20,2025-10-06 06:03:09
29,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_377442763582,whatsapp business integration,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-1.1643355681779084e+20,2025-10-06 06:03:09
30,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_395899341731,whatsapp message api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,5.256223509072783e+19,2025-10-06 06:03:09
31,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_397724559515,whatsapp bot api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-4.61125904979434e+20,2025-10-06 06:03:09
32,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_402107391515,whatsapp chatbot api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,8.575211628358156e+20,2025-10-06 06:03:09
33,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_435260751103,business whatsapp api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,8.755612034020683e+20,2025-10-06 06:03:09
34,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_435560749336,whatsapp for business pricing,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-7.641617696122793e+19,2025-10-06 06:03:09
35,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_437913834138,whatsapp api pricing,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-4.362040885364082e+20,2025-10-06 06:03:09
36,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_440861069204,api whatsapp business,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.899759850327335e+20,2025-10-06 06:03:09
37,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_578465764221,whatsapp business pricing,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-1.1469979603625586e+20,2025-10-06 06:03:09
38,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_603544686952,whatsapp business bot,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-3.5344294380326316e+20,2025-10-06 06:03:09
39,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_613175924155,whatsapp cloud api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-6.543974170867087e+20,2025-10-06 06:03:09
40,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_778919985553,whatsapp business api pricing,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-6.282255394940702e+20,2025-10-06 06:03:09
41,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_918990142292,whatsapp business api account,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-4.843616374556719e+20,2025-10-06 06:03:09
42,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_1325261459477,wati whatsapp api,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,6.308020164512749e+20,2025-10-06 06:03:09
43,6265362093,22837421944,Whatsappapicommunn,SEARCH,TARGET_SPEND,1000.0,6265362093_184604275324_1677451380946,whatsapp cloud api pricing,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-4.205634688889191e+20,2025-10-06 06:03:09
44,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_19076761,social service,BROAD,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-3.265345337831041e+20,2025-10-06 06:03:09
45,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_115972183,social service,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,90.01,7.62975883670805e+20,2025-10-06 06:03:09
46,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_300859173772,ngo in bangalore,BROAD,,0.0,0.0,0.0,0.0,0.0,0,0,90.01,-5.05983472360837e+19,2025-10-06 06:03:09
47,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_308350209500,rotaract,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,90.01,3.881959486069668e+20,2025-10-06 06:03:09
48,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_334775773631,forest preservation,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,90.01,-5.647158051041039e+19,2025-10-06 06:03:09
49,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_339535653526,rotaract project ideas,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.809085553410377e+20,2025-10-06 06:03:09
50,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_759845649072,tribal ngo,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,2.5127608945751858e+20,2025-10-06 06:03:09
51,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_904351217481,tribal support,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,2.5349668390846238e+20,2025-10-06 06:03:09
52,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2263340098694,tribal empowerment,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-6.588757514056898e+20,2025-10-06 06:03:09
53,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2299946082860,education for tribals,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,2.5047740092887312e+20,2025-10-06 06:03:09
54,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2300227000022,Karnataka tribal development,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.771080823742657e+20,2025-10-06 06:03:09
55,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2300618261707,Karnataka tribal welfare,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,8.693526344499043e+20,2025-10-06 06:03:09
56,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2300641751166,empower Karnataka tribes,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,3.999430024075525e+20,2025-10-06 06:03:09
57,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2300756812696,support forest preservation,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,9.755384019567575e+19,2025-10-06 06:03:09
58,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2300828654769,tribal healthcare Karnataka,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,1.1097158652299364e+20,2025-10-06 06:03:09
59,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2300974893002,tribal livelihood Karnataka,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-4.611843049688057e+20,2025-10-06 06:03:09
60,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301020602723,donate to tribals,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-8.742189133481565e+20,2025-10-06 06:03:09
61,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301123266626,healthcare for tribes,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,1.5644573098683056e+20,2025-10-06 06:03:09
62,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301123928026,Karnataka tribes,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,1.604636753336858e+20,2025-10-06 06:03:09
63,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301178003373,Karnataka tribal conservation,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,3.347843497214304e+20,2025-10-06 06:03:09
64,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301288472734,tribal forest connection,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-2.111943237305431e+20,2025-10-06 06:03:09
65,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301290457014,donate for tribal heritage,BROAD,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,8.303916099929346e+20,2025-10-06 06:03:09
66,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301290457054,donate for tribes,BROAD,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,5.7424358252900857e+20,2025-10-06 06:03:09
67,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2301670756559,Karnataka tribes and forests,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-8.307517519216736e+20,2025-10-06 06:03:09
68,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2302693105125,tribal livelihoods,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-8.008480362251483e+20,2025-10-06 06:03:09
69,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2302913988868,social service karnataka,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,3.726403235910382e+20,2025-10-06 06:03:09
70,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2302973023640,tribal livelihood support,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-3.8559587748502936e+20,2025-10-06 06:03:09
71,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2303110592116,tribal conservation,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-8.762647718099059e+20,2025-10-06 06:03:09
72,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2303117910676,support tribal education,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,7.119343881197954e+20,2025-10-06 06:03:09
73,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2303420511574,tribal welfare department karnataka,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.4853284127017114e+20,2025-10-06 06:03:09
74,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2303482300275,Vanavasi Kalyana donations,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,7.957320108341039e+20,2025-10-06 06:03:09
75,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2303581773064,karnataka tribes,BROAD,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-6.379864997986022e+20,2025-10-06 06:03:09
76,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2303625122078,support tribal culture,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,5.801518475045862e+20,2025-10-06 06:03:09
77,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2330576558844,tribal welfare NGO,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-5.77971268209471e+20,2025-10-06 06:03:09
78,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2330581777404,forest conservation NGO,PHRASE,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-9.095719843183958e+20,2025-10-06 06:03:09
79,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2369711345408,tribal welfare department karnataka,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,90.01,7.51375400082647e+20,2025-10-06 06:03:09
80,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2369711541768,education of tribals in india,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,-3.7365357293027544e+20,2025-10-06 06:03:09
81,7613138874,21259895430,vanayatra 24,SEARCH,MAXIMIZE_CONVERSIONS,100.0,7613138874_165627427401_2369791332135,tribal conservation,EXACT,,0.0,0.0,0.0,0.0,0.0,0,0,50.0,5.841618752014143e+20,2025-10-06 06:03:09
