keyword_id,ad_group_id,campaign_id,customer_id,keyword_text,match_type,status,quality_score,creative_quality_score,landing_page_quality_score,search_predicted_ctr,cpc_bid_micros,first_page_cpc_micros,first_position_cpc_micros,top_of_page_cpc_micros,approval_status,system_serving_status,is_negative,bid_modifier,created_at
6265362093_183978226496_1642299685898,183978226496,22837421944,6265362093,whatsapp api wati,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_776064974776,183978226496,22837421944,6265362093,whatsapp broadcast for business,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_522894111103,183978226496,22837421944,6265362093,gupshup whatsapp api,EXACT,PAUSED,7.0,ABOVE_AVERAGE,BELOW_AVERAGE,ABOVE_AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_850918796821,183978226496,22837421944,6265362093,whatsapp business broadcast,EXACT,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_394455799093,183978226496,22837421944,6265362093,whatsapp api to send messages,EXACT,PAUSED,7.0,ABOVE_AVERAGE,BELOW_AVERAGE,ABOVE_AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_535870079252,183978226496,22837421944,6265362093,whatsapp business bot,EXACT,PAUSED,5.0,ABOVE_AVERAGE,BELOW_AVERAGE,AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_1302666630612,183978226496,22837421944,6265362093,interakt whatsapp api,EXACT,PAUSED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_378087630219,183978226496,22837421944,6265362093,whatsapp business integration,EXACT,PAUSED,4.0,AVERAGE,BELOW_AVERAGE,AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_617755096312,183978226496,22837421944,6265362093,send whatsapp message via api,EXACT,PAUSED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_1678475796208,183978226496,22837421944,6265362093,whatsapp business account waba,EXACT,PAUSED,7.0,ABOVE_AVERAGE,BELOW_AVERAGE,ABOVE_AVERAGE,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_344700131951,183978226496,22837421944,6265362093,whatsapp marketing api,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_890320452950,183978226496,22837421944,6265362093,gupshup chatbot,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_1158371319330,183978226496,22837421944,6265362093,whatsapp api shopify,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_183978226496_1683832502773,183978226496,22837421944,6265362093,whatsapp business platform api,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_307147016619,184604275324,22837421944,6265362093,whatsapp api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_341697873039,184604275324,22837421944,6265362093,whatsapp api integration,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_369750161985,184604275324,22837421944,6265362093,whatsapp business api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_377442763582,184604275324,22837421944,6265362093,whatsapp business integration,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_395899341731,184604275324,22837421944,6265362093,whatsapp message api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_397724559515,184604275324,22837421944,6265362093,whatsapp bot api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_402107391515,184604275324,22837421944,6265362093,whatsapp chatbot api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_435260751103,184604275324,22837421944,6265362093,business whatsapp api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_435560749336,184604275324,22837421944,6265362093,whatsapp for business pricing,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_437913834138,184604275324,22837421944,6265362093,whatsapp api pricing,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_440861069204,184604275324,22837421944,6265362093,api whatsapp business,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_578465764221,184604275324,22837421944,6265362093,whatsapp business pricing,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_603544686952,184604275324,22837421944,6265362093,whatsapp business bot,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_613175924155,184604275324,22837421944,6265362093,whatsapp cloud api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_778919985553,184604275324,22837421944,6265362093,whatsapp business api pricing,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_918990142292,184604275324,22837421944,6265362093,whatsapp business api account,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_1325261459477,184604275324,22837421944,6265362093,wati whatsapp api,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
6265362093_184604275324_1677451380946,184604275324,22837421944,6265362093,whatsapp cloud api pricing,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:26
5032737756_119197858212_10042411,119197858212,11728422842,5032737756,unique gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10042451,119197858212,11728422842,5032737756,gifts for men,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10042461,119197858212,11728422842,5032737756,holiday gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10359807,119197858212,11728422842,5032737756,personalized business gift,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10360257,119197858212,11728422842,5032737756,personalized gift items,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10513991,119197858212,11728422842,5032737756,gift ideas,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10616181,119197858212,11728422842,5032737756,christmas gift,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10699170,119197858212,11728422842,5032737756,christmas present,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10764952,119197858212,11728422842,5032737756,customized gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10837691,119197858212,11728422842,5032737756,gift items,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_10868660,119197858212,11728422842,5032737756,gifts online,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_11059480,119197858212,11728422842,5032737756,personalized gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_11376720,119197858212,11728422842,5032737756,engraved gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_11628730,119197858212,11728422842,5032737756,personalized items,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_12080381,119197858212,11728422842,5032737756,cool gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_12586211,119197858212,11728422842,5032737756,great gift ideas,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_13793926,119197858212,11728422842,5032737756,gifts for,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_14808381,119197858212,11728422842,5032737756,photo gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_18124440,119197858212,11728422842,5032737756,buy gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_18156781,119197858212,11728422842,5032737756,personalized gifts for him,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_19157571,119197858212,11728422842,5032737756,personalized keychains,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_19930466,119197858212,11728422842,5032737756,promotional gift item,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_21659442,119197858212,11728422842,5032737756,presents gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_22953906,119197858212,11728422842,5032737756,personalised journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_27557106,119197858212,11728422842,5032737756,christmas idea,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_35289940,119197858212,11728422842,5032737756,custom made gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_44510050,119197858212,11728422842,5032737756,useful gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_51010741,119197858212,11728422842,5032737756,personalised gifts for men,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_65350930,119197858212,11728422842,5032737756,personalized diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_123361069,119197858212,11728422842,5032737756,personal gift ideas,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_125276736,119197858212,11728422842,5032737756,personalised gift ideas,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_142050633,119197858212,11728422842,5032737756,personalised items,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_251071692,119197858212,11728422842,5032737756,best personalized gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_546209726,119197858212,11728422842,5032737756,diary printing,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_639721003,119197858212,11728422842,5032737756,diary notebook,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_1088419887,119197858212,11728422842,5032737756,engraved gifts for her,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_1455899597,119197858212,11728422842,5032737756,personalised gifts for her,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_2675183369,119197858212,11728422842,5032737756,gifts to personalize,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_3191597705,119197858212,11728422842,5032737756,personalised stationery gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_6530351883,119197858212,11728422842,5032737756,custom personalized,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_184318803638,119197858212,11728422842,5032737756,gift items for corporate clients,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_294807789747,119197858212,11728422842,5032737756,best personalised gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295119363822,119197858212,11728422842,5032737756,personalisation gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295522635046,119197858212,11728422842,5032737756,personal present,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295593596140,119197858212,11728422842,5032737756,personalised photo diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295603562580,119197858212,11728422842,5032737756,personalised gifts us,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295704601159,119197858212,11728422842,5032737756,personalized presents,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295761650790,119197858212,11728422842,5032737756,personalized gifts for,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295783631510,119197858212,11728422842,5032737756,customized birthday gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_295953089479,119197858212,11728422842,5032737756,personalised presents,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_296162298370,119197858212,11728422842,5032737756,personalised gift store,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_296271037842,119197858212,11728422842,5032737756,christmas gift for,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_296271040762,119197858212,11728422842,5032737756,customized gifting,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_297004187925,119197858212,11728422842,5032737756,customized gift ideas,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_297076116231,119197858212,11728422842,5032737756,personalised leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_297646296469,119197858212,11728422842,5032737756,personalization website,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_298179849343,119197858212,11728422842,5032737756,diary buy online,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_298626653898,119197858212,11728422842,5032737756,customised diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_299674915186,119197858212,11728422842,5032737756,personalised planner,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_301028464534,119197858212,11728422842,5032737756,custom engraved products,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_301392290296,119197858212,11728422842,5032737756,personal engraved,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_313575886225,119197858212,11728422842,5032737756,personalization site,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_325492169724,119197858212,11728422842,5032737756,gift gifts,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_327806178861,119197858212,11728422842,5032737756,customisable gift,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_382739418363,119197858212,11728422842,5032737756,customised diary with name,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_909622163645,119197858212,11728422842,5032737756,2021 diary online,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_931214526625,119197858212,11728422842,5032737756,2021diaries,BROAD,ENABLED,,,,,,,,,APPROVED,RARELY_SERVED,0,,2025-09-15 16:54:30
5032737756_119197858212_931814051463,119197858212,11728422842,5032737756,leather diary 2021,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_932599101789,119197858212,11728422842,5032737756,personalised diary 2021,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_961467931600,119197858212,11728422842,5032737756,best diaries 2021,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_119197858212_970938756138,119197858212,11728422842,5032737756,personalised photo diary 2021,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_10368680,144435051072,19055094938,5032737756,leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_20164551,144435051072,19055094938,5032737756,academic journal,BROAD,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_24171741,144435051072,19055094938,5032737756,diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_43163571,144435051072,19055094938,5032737756,personal diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_48449741,144435051072,19055094938,5032737756,journal diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_64613101,144435051072,19055094938,5032737756,journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_101431594,144435051072,19055094938,5032737756,embossed leather journals,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_118474355,144435051072,19055094938,5032737756,daily diary planner,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_234939674,144435051072,19055094938,5032737756,calendar diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:30
5032737756_144435051072_306512366,144435051072,19055094938,5032737756,print your book,BROAD,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_350049038,144435051072,19055094938,5032737756,personalized leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_420734266,144435051072,19055094938,5032737756,Print Books,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_519255815,144435051072,19055094938,5032737756,diaries and journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1560528052,144435051072,19055094938,5032737756,custom leather notebooks,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_3380424895,144435051072,19055094938,5032737756,a5 leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_58874114390,144435051072,19055094938,5032737756,journal publication sites,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_180795688881,144435051072,19055094938,5032737756,book printing near me,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_295315624706,144435051072,19055094938,5032737756,executive leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_295825494851,144435051072,19055094938,5032737756,journal for publication,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_295825495891,144435051072,19055094938,5032737756,journal publications,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_295825498531,144435051072,19055094938,5032737756,online journal publication,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_295825502051,144435051072,19055094938,5032737756,publication journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296110564240,144435051072,19055094938,5032737756,journal sites,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296190274040,144435051072,19055094938,5032737756,leather journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296310677739,144435051072,19055094938,5032737756,custom leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296466999974,144435051072,19055094938,5032737756,daily diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296631454202,144435051072,19055094938,5032737756,embossed diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296837335845,144435051072,19055094938,5032737756,scientific journals online,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_296963110031,144435051072,19055094938,5032737756,daily journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_297054284351,144435051072,19055094938,5032737756,a5 leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_297054286711,144435051072,19055094938,5032737756,custom embossed leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_297076105151,144435051072,19055094938,5032737756,personalised leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_297076114231,144435051072,19055094938,5032737756,leather journal notebook,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_297497871593,144435051072,19055094938,5032737756,printing and binding near me,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_297777857006,144435051072,19055094938,5032737756,personal journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_298502223546,144435051072,19055094938,5032737756,diary journal notebook,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_299189347191,144435051072,19055094938,5032737756,nice leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
